"REF_DATE","GEO","DGUID","Labour force characteristics","Gender","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-12","Canada","2021A000011124","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062814","1.6.1.1.1.1","1051.1","","","","1"
"2023-01","Canada","2021A000011124","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062814","1.6.1.1.1.1","1079.9","","","","1"
"2023-02","Canada","2021A000011124","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062814","1.6.1.1.1.1","1087.2","","","","1"
"2023-03","Canada","2021A000011124","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062814","1.6.1.1.1.1","1070.1","","","","1"
"2023-04","Canada","2021A000011124","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062814","1.6.1.1.1.1","1080.0","","","","1"
"2023-05","Canada","2021A000011124","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062814","1.6.1.1.1.1","1111.8","","","","1"
"2023-06","Canada","2021A000011124","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062814","1.6.1.1.1.1","1153.4","","","","1"
"2023-07","Canada","2021A000011124","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062814","1.6.1.1.1.1","1175.3","","","","1"
"2023-08","Canada","2021A000011124","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062814","1.6.1.1.1.1","1177.3","","","","1"
"2023-09","Canada","2021A000011124","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062814","1.6.1.1.1.1","1191.9","","","","1"
"2023-10","Canada","2021A000011124","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062814","1.6.1.1.1.1","1240.6","","","","1"
"2023-11","Canada","2021A000011124","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062814","1.6.1.1.1.1","1245.1","","","","1"
"2023-12","Canada","2021A000011124","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062814","1.6.1.1.1.1","1264.6","","","","1"
"2024-01","Canada","2021A000011124","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062814","1.6.1.1.1.1","1240.1","","","","1"
"2024-02","Canada","2021A000011124","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062814","1.6.1.1.1.1","1287.1","","","","1"
"2024-03","Canada","2021A000011124","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062814","1.6.1.1.1.1","1342.3","","","","1"
"2024-04","Canada","2021A000011124","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062814","1.6.1.1.1.1","1359.6","","","","1"
"2024-05","Canada","2021A000011124","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062814","1.6.1.1.1.1","1383.7","","","","1"
"2024-06","Canada","2021A000011124","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062814","1.6.1.1.1.1","1424.5","","","","1"
"2024-07","Canada","2021A000011124","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062814","1.6.1.1.1.1","1425.3","","","","1"
"2024-08","Canada","2021A000011124","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062814","1.6.1.1.1.1","1478.3","","","","1"
"2024-09","Canada","2021A000011124","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062814","1.6.1.1.1.1","1458.3","","","","1"
"2024-10","Canada","2021A000011124","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062814","1.6.1.1.1.1","1476.3","","","","1"
"2024-11","Canada","2021A000011124","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062814","1.6.1.1.1.1","1540.6","","","","1"
"2024-12","Canada","2021A000011124","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062814","1.6.1.1.1.1","1505.5","","","","1"


